Sample_nameITS,Sample_name,Sample_nameVER,Experiment,Sample_or_control,Hundredplot_tree_EP,PrePost_sam_EP,PrePost_EP,Treatuntreat_EP,Lineage_EP,YearSam_EP,YearTrt_EP,YrSinceTrt_EP,YrSinceTrt_Range,YrSinceTrt_BR,Fire_EP,Fire_Mod,Burned1-0_EP,YrSinceBurn_EP,Latitude,Longitude,VegBin,SoilBin,Incubation,Soil,Treatment
HD4397-S19_S198,HD4397-S19_S198_L001,HD4397-S19,plots5_samples20,sample,0,0,NA,1,EU1,2020,2019,1,<3,1to2,SODtrt,SODtrt,1,1,42.331949,-124.402473,0,0,NA,NA,NA
HD4397-S2_S181,HD4397-S2_S181_L001,HD4397-S2,plots5_samples20,sample,0,0,NA,1,EU1,2020,2019,1,<3,1to2,SODtrt,SODtrt,1,1,42.331949,-124.402473,0,0,NA,NA,NA
HD4397-S20_S199,HD4397-S20_S199_L001,HD4397-S20,plots5_samples20,sample,0,0,NA,1,EU1,2020,2019,1,<3,1to2,SODtrt,SODtrt,1,1,42.331949,-124.402473,0,0,NA,NA,NA
HD4397-S3_S182,HD4397-S3_S182_L001,HD4397-S3,plots5_samples20,sample,0,0,NA,1,EU1,2020,2019,1,<3,1to2,SODtrt,SODtrt,1,1,42.331949,-124.402473,0,0,NA,NA,NA
HD4397-S4_S183,HD4397-S4_S183_L001,HD4397-S4,plots5_samples20,sample,0,0,NA,1,EU1,2020,2019,1,<3,1to2,SODtrt,SODtrt,1,1,42.331949,-124.402473,0,0,NA,NA,NA
HD4397-S5_S184,HD4397-S5_S184_L001,HD4397-S5,plots5_samples20,sample,0,0,NA,1,EU1,2020,2019,1,<3,1to2,SODtrt,SODtrt,1,1,42.331949,-124.402473,0,0,NA,NA,NA
HD4397-S6_S185,HD4397-S6_S185_L001,HD4397-S6,plots5_samples20,sample,0,0,NA,1,EU1,2020,2019,1,<3,1to2,SODtrt,SODtrt,1,1,42.331949,-124.402473,0,0,NA,NA,NA
HD4397-S7_S186,HD4397-S7_S186_L001,HD4397-S7,plots5_samples20,sample,0,0,NA,1,EU1,2020,2019,1,<3,1to2,SODtrt,SODtrt,1,1,42.331949,-124.402473,0,0,NA,NA,NA
HD4397-S8_S187,HD4397-S8_S187_L001,HD4397-S812_23,plots5_samples20,sample,0,0,NA,1,EU1,2020,2019,1,<3,1to2,SODtrt,SODtrt,1,1,42.331949,-124.402473,0,0,NA,NA,NA
HD4397-S9_S188,HD4397-S9_S188_L001,HD4397-S9,plots5_samples20,sample,0,0,NA,1,EU1,2020,2019,1,<3,1to2,SODtrt,SODtrt,1,1,42.331949,-124.402473,0,0,NA,NA,NA
HD4398-S1_S97,HD4398-S1_S97_L001,HD4398-S1,basetree_100plots,sample,1,1,post,1,EU1,2020,2019,1,<3,1to2,SODtrt,SODtrt,1,1,42.333081,-124.400605,0,0,NA,NA,NA
HD4399-S1_S98,HD4399-S1_S98_L001,HD4399-S1,basetree_100plots,sample,1,1,post,1,EU1,2020,2019,1,<3,1to2,SODtrt,SODtrt,1,1,42.334215,-124.40015,0,0,NA,NA,NA
NTC_S216,NTC_S216_L001,NTCPCRcontrol,control,control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
