"","Fire_Mod","Kingdom","Phylum","Class","Order","Family","Genus","Abundance","Prevalence","Total_Abundance","Percentage"
"373","Treated","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga",65,5,938336,0.00692715615728268
"374","Treated","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Dinghuibacter",17,1,938336,0.00181171776421239
"375","Treated","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum",2725,34,938336,0.290407700439928
"376","Treated","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter",2055,23,938336,0.219004706203322
"377","Treated","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Filimonas",13,1,938336,0.00138543123145654
"378","Treated","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter",517,10,938336,0.0550975343586945
"379","Treated","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavitalea",310,7,938336,0.0330372062885789
"380","Treated","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Heliimonas",55,4,938336,0.00586143982539304
"381","Treated","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",98,7,938336,0.0104440200525185
"382","Treated","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Parafilimonas",140,11,938336,0.014920028646455
"383","Treated","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Parasediminibacterium",7,1,938336,0.00074600143232275
"384","Treated","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Parasegetibacter",28,2,938336,0.002984005729291
"385","Treated","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Pseudoflavitalea",103,7,938336,0.0109768782184633
"386","Treated","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Puia",9651,39,938336,1.02852283190669
"387","Treated","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",535,12,938336,0.0570158237560959
"388","Treated","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter",193,5,938336,0.0205683252054701
"389","Treated","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella",138,5,938336,0.0147068853800771
"390","Treated","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",1038,16,938336,0.110621355250145
"391","Treated","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga",540,22,938336,0.0575486819220407
"392","Treated","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Siphonobacter",18,1,938336,0.00191828939740136
"393","Treated","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Sporocytophaga",102,8,938336,0.0108703065852744
"394","Treated","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter",2,1,938336,0.000213143266377929
"395","Treated","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",25,1,938336,0.00266429082972411
"396","Treated","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Chryseolinea",140,7,938336,0.014920028646455
"397","Treated","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Hassallia",71,4,938336,0.00756658595641646
"398","Treated","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","OLB12",418,10,938336,0.0445469426729871
"399","Treated","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia",99,2,938336,0.0105505916857075
"400","Treated","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter",127,4,938336,0.0135345974149985
"401","Treated","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Emticicia",5,1,938336,0.000532858165944821
"402","Treated","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Spirosoma",24,2,938336,0.00255771919653514
"403","Treated","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola",39,3,938336,0.00415629369436961
"404","Treated","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",979,17,938336,0.104333628891996
"405","Treated","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",183,3,938336,0.0195026088735805
"406","Treated","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",11705,35,938336,1.24742096647683
"407","Treated","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",724,9,938336,0.0771578624288101
"408","Treated","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pseudosphingobacterium",28,1,938336,0.002984005729291
"409","Treated","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Solitalea",33,3,938336,0.00351686389523582
"410","Treated","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Bacteriovorax",37,6,938336,0.00394315042799168
"411","Treated","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter",12,2,938336,0.00127885959826757
"412","Treated","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio",972,34,938336,0.103587627459673
"413","Treated","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27 clade",17,2,938336,0.00181171776421239
"414","Treated","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","Oligoflexus",78,5,938336,0.00831258738873922
"415","Treated","Bacteria","Bdellovibrionota","Oligoflexia","Silvanigrellales","Silvanigrellaceae","Silvanigrella",94,4,938336,0.0100177335197626
"416","Treated","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","1921-2",31,1,938336,0.00330372062885789
"417","Treated","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","1921-3",112,5,938336,0.011936022917164
"418","Treated","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","1959-1",1324,32,938336,0.141100842342189
"419","Treated","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","FCPS473",2370,28,938336,0.252574770657845
"420","Treated","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","G12-WMSP1",55,3,938336,0.00586143982539304
"421","Treated","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","HSB OF53-F07",3167,31,938336,0.33751236230945
"422","Treated","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","JG30a-KF-32",1079,26,938336,0.114990792210892
"423","Treated","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","Ktedonobacter",954,30,938336,0.101669338062272
"424","Treated","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","Thermosporothrix",89,10,938336,0.00948487535381782
"425","Treated","Bacteria","Cyanobacteria","Vampirivibrionia","Vampirovibrionales","Vampirovibrionaceae","Vampirovibrio",18,1,938336,0.00191828939740136
"426","Treated","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Citrifermentans",21,1,938336,0.00223800429696825
"427","Treated","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geobacter",36,1,938336,0.00383657879480271
"428","Treated","Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","possible genus 04",364,13,938336,0.038792074480783
"429","Treated","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Acidibacillus",34,4,938336,0.00362343552842479
"430","Treated","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Alicyclobacillus",8632,32,938336,0.91992633768714
"431","Treated","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus",1625,30,938336,0.173178903932067
"432","Treated","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",665,14,938336,0.0708701360706613
"433","Treated","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Fictibacillus",249,2,938336,0.0265363366640521
"434","Treated","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Oceanobacillus",9,1,938336,0.000959144698700679
"435","Treated","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Domibacillus",409,17,938336,0.0435877979742864
"436","Treated","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Jeotgalibacillus",36,1,938336,0.00383657879480271
"437","Treated","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Lysinibacillus",48,1,938336,0.00511543839307029
"438","Treated","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Paenisporosarcina",937,13,938336,0.0998576202980595
"439","Treated","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Psychrobacillus",202,4,938336,0.0215274699041708
"440","Treated","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Solibacillus",134,3,938336,0.0142805988473212
"441","Treated","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Viridibacillus",111,3,938336,0.011829451283975
"442","Treated","Bacteria","Firmicutes","Bacilli","Bacillales","Sporolactobacillaceae","Pullulanibacillus",329,10,938336,0.0350620673191693
"443","Treated","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Cohnella",163,9,938336,0.0173711762098012
"444","Treated","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Oxalophagus",12,1,938336,0.00127885959826757
"445","Treated","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus",3093,35,938336,0.329626061453467
"446","Treated","Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Polycladomyces",12,1,938336,0.00127885959826757
"447","Treated","Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Shimazuella",23,2,938336,0.00245114756334618
"448","Treated","Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Thermoactinomyces",106,6,938336,0.0112965931180302
"449","Treated","Bacteria","Firmicutes","Bacilli","Thermoactinomycetales","Thermoactinomycetaceae","Thermoflavimicrobium",54,2,938336,0.00575486819220407
"450","Treated","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 13",15,2,938336,0.00159857449783446
"451","Treated","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Tyzzerella",21,5,938336,0.00223800429696825
"452","Treated","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Clostridioides",2,1,938336,0.000213143266377929
"453","Treated","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Paeniclostridium",10,1,938336,0.00106571633188964
"454","Treated","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia",60,2,938336,0.00639429799133786
"455","Treated","Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","Desulfitobacteriaceae","Desulfitobacterium",23,1,938336,0.00245114756334618
"456","Treated","Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","Desulfitobacteriaceae","Desulfosporosinus",9,3,938336,0.000959144698700679
"457","Treated","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",2406,36,938336,0.256411349452648
"458","Treated","Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae","Longimicrobium",88,1,938336,0.00937830372062886
"459","Treated","Bacteria","Gemmatimonadota","Longimicrobia","Longimicrobiales","Longimicrobiaceae","YC-ZSS-LKJ147",96,1,938336,0.0102308767861406
"460","Treated","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter",2495,35,938336,0.265896224806466
"461","Treated","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","KD3-10",53,5,938336,0.00564829655901511
"462","Treated","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42",211,12,938336,0.0224866146028715
"463","Treated","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium",6620,39,938336,0.705504211710944
"464","Treated","Bacteria","Myxococcota","Polyangia","Polyangiales","Phaselicystidaceae","Phaselicystis",1017,26,938336,0.108383350953177
"465","Treated","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Aetherobacter",403,10,938336,0.0429483681751526
"466","Treated","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Minicystis",449,11,938336,0.047850663301845
"467","Treated","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter",1610,33,938336,0.171580329434233
"468","Treated","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Polyangium",7,1,938336,0.00074600143232275
"469","Treated","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","Sandaracinus",46,6,938336,0.00490229512669236
"470","Treated","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira",1371,22,938336,0.14610970910207
"471","Treated","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Phycisphaera",4,2,938336,0.000426286532755857
"472","Treated","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02",2,1,938336,0.000213143266377929
"473","Treated","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus",159,12,938336,0.0169448896770453
"474","Treated","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata",333,24,938336,0.0354883538519251
"475","Treated","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Zavarzinella",58,2,938336,0.00618115472495993
"476","Treated","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Aquisphaera",4291,34,938336,0.457298878013846
"477","Treated","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Candidatus Nostocoida",152,5,938336,0.0161988882447226
"478","Treated","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Singulisphaera",635,19,938336,0.0676729870749923
"479","Treated","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Tundrisphaera",52,1,938336,0.00554172492582614
"480","Treated","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage",669,26,938336,0.0712964226034171
"481","Treated","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula",394,21,938336,0.0419892234764519
"482","Treated","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","SH-PL14",45,5,938336,0.00479572349350339
"483","Treated","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Schlesneriaceae","Schlesneria",10,2,938336,0.00106571633188964
"484","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidicaldus",406,8,938336,0.0432680830747195
"485","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidiphilium",50,5,938336,0.00532858165944821
"486","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidocella",234,10,938336,0.0249377621662176
"487","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodopila",57,4,938336,0.00607458309177096
"488","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodovastum",2040,32,938336,0.217406131705487
"489","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseococcus",58,2,938336,0.00618115472495993
"490","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas",58,1,938336,0.00618115472495993
"491","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Inquilinaceae","Inquilinus",497,21,938336,0.0529661016949153
"492","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis",201,11,938336,0.0214208982709818
"493","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",58,2,938336,0.00618115472495993
"494","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",279,10,938336,0.029733485659721
"495","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",2298,29,938336,0.24490161306824
"496","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hirschia",188,9,938336,0.0200354670395253
"497","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02",459,18,938336,0.0489163796337346
"498","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","UKL13-1",11,1,938336,0.00117228796507861
"499","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia",431,16,938336,0.0459323739044436
"500","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","Elsteraceae","Aliidongia",62,3,938336,0.00660744125771579
"501","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","Micropepsis",43,2,938336,0.00458258022712546
"502","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","Rhizomicrobium",35,1,938336,0.00373000716161375
"503","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Candidatus Paracaedibacter",126,8,938336,0.0134280257818095
"504","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","Parvibaculaceae","Parvibaculum",9,1,938336,0.000959144698700679
"505","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",4320,37,938336,0.460389455376326
"506","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","1174-901-12",17,2,938336,0.00181171776421239
"507","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea",63,3,938336,0.00671401289090475
"508","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum",88,7,938336,0.00937830372062886
"509","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylocapsa",11887,38,938336,1.26681700371722
"510","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylocella",690,13,938336,0.0735344269003854
"511","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylorosula",436,7,938336,0.0464652320703884
"512","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylovirgula",822,16,938336,0.0876018824813286
"513","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga",14,1,938336,0.0014920028646455
"514","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Psychroglaciecola",12,1,938336,0.00127885959826757
"515","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Rhodoblastus",36,1,938336,0.00383657879480271
"516","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Roseiarcus",8645,37,938336,0.921311768918596
"517","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","alphaI cluster",16,1,938336,0.00170514613102343
"518","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Arsenicitalea",96,4,938336,0.0102308767861406
"519","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia",967,18,938336,0.103054769293728
"520","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",2077,22,938336,0.221349282133479
"521","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium",2023,32,938336,0.215594413941275
"522","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Kaistiaceae","Kaistia",15,2,938336,0.00159857449783446
"523","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Labraceae","Labrys",286,18,938336,0.0304794870920438
"524","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Pleomorphomonadaceae","Chthonobacter",16,1,938336,0.00170514613102343
"525","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",1284,23,938336,0.13683797701463
"526","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aminobacter",258,9,938336,0.0274954813627528
"527","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium",343,12,938336,0.0365540701838147
"528","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Neorhizobium",54,2,938336,0.00575486819220407
"529","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ochrobactrum",41,1,938336,0.00436943696074754
"530","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Phyllobacterium",95,3,938336,0.0101243051529516
"531","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Pseudaminobacter",82,3,938336,0.00873887392149507
"532","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Pseudorhizobium",26,1,938336,0.00277086246291307
"533","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Bauldia",270,15,938336,0.0287743409610204
"534","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Nordella",149,9,938336,0.0158791733451557
"535","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodomicrobiaceae","Rhodomicrobium",2278,34,938336,0.242770180404461
"536","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Afipia",150,5,938336,0.0159857449783446
"537","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",14708,39,938336,1.56745558094329
"538","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys",15242,37,938336,1.62436483306619
"539","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudorhodoplanes",83,2,938336,0.00884544555468404
"540","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodoplanes",3871,35,938336,0.412538792074481
"541","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Tardiphaga",199,5,938336,0.0212077550046039
"542","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospirillaceae","Telmatospirillum",23,3,938336,0.00245114756334618
"543","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus Megaira",19,1,938336,0.00202486103059032
"544","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Candidatus Trichorickettsia",7,1,938336,0.00074600143232275
"545","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter",17,1,938336,0.00181171776421239
"546","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055",905,15,938336,0.0964473280360127
"547","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",305,10,938336,0.0325043481226341
"548","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Parablastomonas",95,2,938336,0.0101243051529516
"549","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Plot4-2H12",211,10,938336,0.0224866146028715
"550","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Qipengyuania",18,1,938336,0.00191828939740136
"551","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Rhizorhapis",18,2,938336,0.00191828939740136
"552","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",102,5,938336,0.0108703065852744
"553","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",3037,35,938336,0.323658049994885
"554","Treated","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis",53,3,938336,0.00564829655901511
"555","Treated","Bacteria","Proteobacteria","Gammaproteobacteria","Acidiferrobacterales","Acidiferrobacteraceae","Sulfurifustis",73,7,938336,0.00777972922279439
"556","Treated","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter",18,1,938336,0.00191828939740136
"557","Treated","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Pigmentiphaga",23,1,938336,0.00245114756334618
"558","Treated","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",7418,37,938336,0.790548374995737
"559","Treated","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus",55,2,938336,0.00586143982539304
"560","Treated","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Limnobacter",48,3,938336,0.00511543839307029
"561","Treated","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Robbsia",46,3,938336,0.00490229512669236
"562","Treated","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chitinibacteraceae","Andreprevotia",13,1,938336,0.00138543123145654
"563","Treated","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Chitinibacteraceae","Chitinibacter",7,1,938336,0.00074600143232275
